formula egzaminu;rodzaj_egzaminu;poziom_egzaminu;przedmiot;plec;rok;wartosc
formuła 2015;pisemny;rozszerzony;informatyka;mężczyźni;2017;32,8
formuła 2015;pisemny;rozszerzony;język kaszubski;mężczyźni;2017;70,0
formuła 2015;pisemny;rozszerzony;język polski;ogółem;2017;49,7
formuła 2015;pisemny;rozszerzony;język białoruski;ogółem;2017;100,0
formuła 2015;pisemny;rozszerzony;język litewski;ogółem;2017;76,7
formuła 2015;pisemny;rozszerzony;język ukraiński;ogółem;2017;80,5
formuła 2015;pisemny;rozszerzony;matematyka;ogółem;2017;36,9
formuła 2015;pisemny;rozszerzony;język angielski;ogółem;2017;59,6
formuła 2015;pisemny;rozszerzony;język niemiecki;ogółem;2017;55,6
formuła 2015;pisemny;rozszerzony;język francuski;ogółem;2017;61,5
formuła 2015;pisemny;rozszerzony;język rosyjski;ogółem;2017;57,0
formuła 2015;pisemny;rozszerzony;język hiszpański;ogółem;2017;54,7
formuła 2015;pisemny;rozszerzony;język włoski;ogółem;2017;68,1
formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;ogółem;2017;26,4
formuła 2015;pisemny;rozszerzony;geografia;ogółem;2017;30,6
formuła 2015;pisemny;rozszerzony;biologia;ogółem;2017;36,6
formuła 2015;pisemny;rozszerzony;chemia;ogółem;2017;41,2
formuła 2015;pisemny;rozszerzony;historia;ogółem;2017;33,3
formuła 2015;pisemny;rozszerzony;fizyka;ogółem;2017;40,2
formuła 2015;pisemny;rozszerzony;historia muzyki;ogółem;2017;46,6
formuła 2015;pisemny;rozszerzony;historia sztuki;ogółem;2017;44,0
formuła 2015;pisemny;rozszerzony;filozofia;ogółem;2017;42,0
formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;ogółem;2017;64,5
formuła 2015;pisemny;rozszerzony;informatyka;ogółem;2017;32,9
formuła 2015;pisemny;rozszerzony;język kaszubski;ogółem;2017;73,7
formuła 2015;pisemny;rozszerzony;język łemkowski;ogółem;2017;90,0
formuła 2015;ustny;nie dotyczy;język polski;kobiety;2017;67,0
formuła 2015;ustny;nie dotyczy;język angielski;kobiety;2017;68,2
formuła 2015;ustny;nie dotyczy;język niemiecki;kobiety;2017;64,3
formuła 2015;ustny;nie dotyczy;język francuski;kobiety;2017;79,3
formuła 2015;ustny;nie dotyczy;język rosyjski;kobiety;2017;66,6
formuła 2015;ustny;nie dotyczy;język hiszpański;kobiety;2017;79,2
formuła 2015;ustny;nie dotyczy;język włoski;kobiety;2017;82,1
formuła 2015;ustny;nie dotyczy;język polski;mężczyźni;2017;62,2
formuła 2015;ustny;nie dotyczy;język angielski;mężczyźni;2017;69,0
formuła 2015;ustny;nie dotyczy;język niemiecki;mężczyźni;2017;62,4
formuła 2015;ustny;nie dotyczy;język francuski;mężczyźni;2017;81,3
formuła 2015;ustny;nie dotyczy;język rosyjski;mężczyźni;2017;60,7
formuła 2015;ustny;nie dotyczy;język hiszpański;mężczyźni;2017;79,9
formuła 2015;ustny;nie dotyczy;język włoski;mężczyźni;2017;80,7
formuła 2015;ustny;nie dotyczy;język polski;ogółem;2017;64,9
formuła 2015;ustny;nie dotyczy;język angielski;ogółem;2017;68,5
formuła 2015;ustny;nie dotyczy;język niemiecki;ogółem;2017;63,6
formuła 2015;ustny;nie dotyczy;język francuski;ogółem;2017;79,9
formuła 2015;ustny;nie dotyczy;język rosyjski;ogółem;2017;64,5
formuła 2015;ustny;nie dotyczy;język hiszpański;ogółem;2017;79,4
formuła 2015;ustny;nie dotyczy;język włoski;ogółem;2017;81,7
formuła 2015;pisemny;podstawowy;język polski;kobiety;2018;58,2
formuła 2015;pisemny;podstawowy;język białoruski;kobiety;2018;73,4
formuła 2015;pisemny;podstawowy;język litewski;kobiety;2018;79,6
formuła 2015;pisemny;podstawowy;język ukraiński;kobiety;2018;78,5
formuła 2015;pisemny;podstawowy;matematyka;kobiety;2018;55,2
formuła 2015;pisemny;podstawowy;język angielski;kobiety;2018;72,4
formuła 2015;pisemny;podstawowy;język niemiecki;kobiety;2018;62,0
formuła 2015;pisemny;podstawowy;język francuski;kobiety;2018;81,8
formuła 2015;pisemny;podstawowy;język rosyjski;kobiety;2018;62,4
formuła 2015;pisemny;podstawowy;język hiszpański;kobiety;2018;78,6
formuła 2015;pisemny;podstawowy;język włoski;kobiety;2018;81,5
formuła 2015;pisemny;podstawowy;język polski;mężczyźni;2018;51,9
formuła 2015;pisemny;podstawowy;język białoruski;mężczyźni;2018;62,5
formuła 2015;pisemny;podstawowy;język litewski;mężczyźni;2018;77,0
formuła 2015;pisemny;podstawowy;język ukraiński;mężczyźni;2018;72,7
formuła 2015;pisemny;podstawowy;matematyka;mężczyźni;2018;56,1
formuła 2015;pisemny;podstawowy;język angielski;mężczyźni;2018;73,9
formuła 2015;pisemny;podstawowy;język niemiecki;mężczyźni;2018;60,3
formuła 2015;pisemny;podstawowy;język francuski;mężczyźni;2018;83,3
formuła 2015;pisemny;podstawowy;język rosyjski;mężczyźni;2018;57,7
formuła 2015;pisemny;podstawowy;język hiszpański;mężczyźni;2018;80,0
formuła 2015;pisemny;podstawowy;język włoski;mężczyźni;2018;82,5
formuła 2015;pisemny;podstawowy;język polski;ogółem;2018;55,3
formuła 2015;pisemny;podstawowy;język białoruski;ogółem;2018;70,0
formuła 2015;pisemny;podstawowy;język litewski;ogółem;2018;78,8
formuła 2015;pisemny;podstawowy;język ukraiński;ogółem;2018;76,4
formuła 2015;pisemny;podstawowy;matematyka;ogółem;2018;55,6
formuła 2015;pisemny;podstawowy;język angielski;ogółem;2018;73,1
formuła 2015;pisemny;podstawowy;język niemiecki;ogółem;2018;61,4
formuła 2015;pisemny;podstawowy;język francuski;ogółem;2018;82,2
formuła 2015;pisemny;podstawowy;język rosyjski;ogółem;2018;60,7
formuła 2015;pisemny;podstawowy;język hiszpański;ogółem;2018;79,0
formuła 2015;pisemny;podstawowy;język włoski;ogółem;2018;81,8
formuła 2015;pisemny;rozszerzony;język polski;kobiety;2018;51,8
formuła 2015;pisemny;rozszerzony;język białoruski;kobiety;2018;100,0
formuła 2015;pisemny;rozszerzony;język litewski;kobiety;2018;87,3
formuła 2015;pisemny;rozszerzony;język ukraiński;kobiety;2018;85,1
formuła 2015;pisemny;rozszerzony;matematyka;kobiety;2018;31,5
formuła 2015;pisemny;rozszerzony;język angielski;kobiety;2018;56,8
formuła 2015;pisemny;rozszerzony;język niemiecki;kobiety;2018;53,7
formuła 2015;pisemny;rozszerzony;język francuski;kobiety;2018;67,3
formuła 2015;pisemny;rozszerzony;język rosyjski;kobiety;2018;59,5
formuła 2015;pisemny;rozszerzony;język hiszpański;kobiety;2018;55,6
formuła 2015;pisemny;rozszerzony;język włoski;kobiety;2018;68,8
formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;kobiety;2018;26,6
formuła 2015;pisemny;rozszerzony;geografia;kobiety;2018;30,3
formuła 2015;pisemny;rozszerzony;biologia;kobiety;2018;31,7
formuła 2015;pisemny;rozszerzony;chemia;kobiety;2018;38,4
formuła 2015;pisemny;rozszerzony;historia;kobiety;2018;31,3
formuła 2015;pisemny;rozszerzony;fizyka;kobiety;2018;35,5
formuła 2015;pisemny;rozszerzony;historia muzyki;kobiety;2018;53,7
formuła 2015;pisemny;rozszerzony;historia sztuki;kobiety;2018;45,6
formuła 2015;pisemny;rozszerzony;filozofia;kobiety;2018;42,2
formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;kobiety;2018;53,9
formuła 2015;pisemny;rozszerzony;informatyka;kobiety;2018;37,4
formuła 2015;pisemny;rozszerzony;język kaszubski;kobiety;2018;63,3
formuła 2015;pisemny;rozszerzony;język polski;mężczyźni;2018;48,9
formuła 2015;pisemny;rozszerzony;język białoruski;mężczyźni;2018;100,0
formuła 2015;pisemny;rozszerzony;język litewski;mężczyźni;2018;75,5
formuła 2015;pisemny;rozszerzony;język ukraiński;mężczyźni;2018;77,3
formuła 2015;pisemny;rozszerzony;matematyka;mężczyźni;2018;26,8
formuła 2015;pisemny;rozszerzony;język angielski;mężczyźni;2018;57,9
formuła 2015;pisemny;rozszerzony;język niemiecki;mężczyźni;2018;55,6
formuła 2015;pisemny;rozszerzony;język francuski;mężczyźni;2018;65,6
formuła 2015;pisemny;rozszerzony;język rosyjski;mężczyźni;2018;59,1
formuła 2015;pisemny;rozszerzony;język hiszpański;mężczyźni;2018;55,0
formuła 2015;pisemny;rozszerzony;język włoski;mężczyźni;2018;71,7
formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;mężczyźni;2018;29,9
formuła 2015;pisemny;rozszerzony;geografia;mężczyźni;2018;30,6
formuła 2015;pisemny;rozszerzony;biologia;mężczyźni;2018;33,0
formuła 2015;pisemny;rozszerzony;chemia;mężczyźni;2018;43,5
formuła 2015;pisemny;rozszerzony;historia;mężczyźni;2018;33,3
formuła 2015;pisemny;rozszerzony;fizyka;mężczyźni;2018;34,9
formuła 2015;pisemny;rozszerzony;historia muzyki;mężczyźni;2018;34,9
formuła 2015;pisemny;rozszerzony;historia sztuki;mężczyźni;2018;38,7
formuła 2015;pisemny;rozszerzony;filozofia;mężczyźni;2018;35,8
formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;mężczyźni;2018;65,2
formuła 2015;pisemny;rozszerzony;informatyka;mężczyźni;2018;33,8
formuła 2015;pisemny;rozszerzony;język kaszubski;mężczyźni;2018;46,5
formuła 2015;pisemny;rozszerzony;język łemkowski;mężczyźni;2018;95,0
formuła 2015;pisemny;rozszerzony;język polski;ogółem;2018;51,1
formuła 2015;pisemny;rozszerzony;język białoruski;ogółem;2018;100,0
formuła 2015;pisemny;rozszerzony;język litewski;ogółem;2018;83,4
formuła 2015;pisemny;rozszerzony;język ukraiński;ogółem;2018;83,6
formuła 2015;pisemny;rozszerzony;matematyka;ogółem;2018;28,6
formuła 2015;pisemny;rozszerzony;język angielski;ogółem;2018;57,3
formuła 2015;pisemny;rozszerzony;język niemiecki;ogółem;2018;54,3
formuła 2015;pisemny;rozszerzony;język francuski;ogółem;2018;67,0
formuła 2015;pisemny;rozszerzony;język rosyjski;ogółem;2018;59,3
formuła 2015;pisemny;rozszerzony;język hiszpański;ogółem;2018;55,5
formuła 2015;pisemny;rozszerzony;język włoski;ogółem;2018;69,6
formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;ogółem;2018;27,9
formuła 2015;pisemny;rozszerzony;geografia;ogółem;2018;30,4
formuła 2015;pisemny;rozszerzony;biologia;ogółem;2018;32,0
formuła 2015;pisemny;rozszerzony;chemia;ogółem;2018;39,7
formuła 2015;pisemny;rozszerzony;historia;ogółem;2018;32,4
formuła 2015;pisemny;rozszerzony;fizyka;ogółem;2018;35,0
formuła 2015;pisemny;rozszerzony;historia muzyki;ogółem;2018;45,7
formuła 2015;pisemny;rozszerzony;historia sztuki;ogółem;2018;44,4
formuła 2015;pisemny;rozszerzony;filozofia;ogółem;2018;38,9
formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;ogółem;2018;58,0
formuła 2015;pisemny;rozszerzony;informatyka;ogółem;2018;34,1
formuła 2015;pisemny;rozszerzony;język kaszubski;ogółem;2018;61,9
formuła 2015;pisemny;rozszerzony;język łemkowski;ogółem;2018;95,0
formuła 2015;ustny;nie dotyczy;język polski;kobiety;2018;68,3
formuła 2015;ustny;nie dotyczy;język angielski;kobiety;2018;69,3
formuła 2015;ustny;nie dotyczy;język niemiecki;kobiety;2018;65,2
formuła 2015;ustny;nie dotyczy;język francuski;kobiety;2018;81,7
formuła 2015;ustny;nie dotyczy;język rosyjski;kobiety;2018;66,2
formuła 2015;ustny;nie dotyczy;język hiszpański;kobiety;2018;77,2
formuła 2015;ustny;nie dotyczy;język włoski;kobiety;2018;80,2
formuła 2015;ustny;nie dotyczy;język polski;mężczyźni;2018;63,3
formuła 2015;ustny;nie dotyczy;język angielski;mężczyźni;2018;70,5
formuła 2015;ustny;nie dotyczy;język niemiecki;mężczyźni;2018;63,4
formuła 2015;ustny;nie dotyczy;język francuski;mężczyźni;2018;81,8
formuła 2015;ustny;nie dotyczy;język rosyjski;mężczyźni;2018;63,2
formuła 2015;ustny;nie dotyczy;język hiszpański;mężczyźni;2018;79,8
formuła 2015;ustny;nie dotyczy;język włoski;mężczyźni;2018;80,8
formuła 2015;ustny;nie dotyczy;język polski;ogółem;2018;66,0
formuła 2015;ustny;nie dotyczy;język angielski;ogółem;2018;69,8
formuła 2015;ustny;nie dotyczy;język niemiecki;ogółem;2018;64,6
formuła 2015;ustny;nie dotyczy;język francuski;ogółem;2018;81,8
formuła 2015;ustny;nie dotyczy;język rosyjski;ogółem;2018;65,1
formuła 2015;ustny;nie dotyczy;język hiszpański;ogółem;2018;77,9
formuła 2015;ustny;nie dotyczy;język włoski;ogółem;2018;80,3
formuła 2015;pisemny;podstawowy;język polski;kobiety;2019;54,6
formuła 2015;pisemny;podstawowy;język białoruski;kobiety;2019;75,3
formuła 2015;pisemny;podstawowy;język litewski;kobiety;2019;77,5
formuła 2015;pisemny;podstawowy;język ukraiński;kobiety;2019;73,0
formuła 2015;pisemny;podstawowy;matematyka;kobiety;2019;58,1
formuła 2015;pisemny;podstawowy;język angielski;kobiety;2019;71,5
formuła 2015;pisemny;podstawowy;język niemiecki;kobiety;2019;61,3
formuła 2015;pisemny;podstawowy;język francuski;kobiety;2019;80,5
formuła 2015;pisemny;podstawowy;język rosyjski;kobiety;2019;67,3
formuła 2015;pisemny;podstawowy;język hiszpański;kobiety;2019;76,4
formuła 2015;pisemny;podstawowy;język włoski;kobiety;2019;81,4
formuła 2015;pisemny;podstawowy;język polski;mężczyźni;2019;48,5
formuła 2015;pisemny;podstawowy;język białoruski;mężczyźni;2019;66,8
formuła 2015;pisemny;podstawowy;język litewski;mężczyźni;2019;73,6
formuła 2015;pisemny;podstawowy;język ukraiński;mężczyźni;2019;68,7
formuła 2015;pisemny;podstawowy;matematyka;mężczyźni;2019;58,8
formuła 2015;pisemny;podstawowy;język angielski;mężczyźni;2019;73,5
formuła 2015;pisemny;podstawowy;język niemiecki;mężczyźni;2019;60,5
formuła 2015;pisemny;podstawowy;język francuski;mężczyźni;2019;82,0
formuła 2015;pisemny;podstawowy;język rosyjski;mężczyźni;2019;59,8
formuła 2015;pisemny;podstawowy;język hiszpański;mężczyźni;2019;78,5
formuła 2015;pisemny;podstawowy;język włoski;mężczyźni;2019;83,1
formuła 2015;pisemny;podstawowy;język polski;ogółem;2019;51,8
formuła 2015;pisemny;podstawowy;język białoruski;ogółem;2019;72,2
formuła 2015;pisemny;podstawowy;język litewski;ogółem;2019;76,3
formuła 2015;pisemny;podstawowy;język ukraiński;ogółem;2019;71,8
formuła 2015;pisemny;podstawowy;matematyka;ogółem;2019;58,4
formuła 2015;pisemny;podstawowy;język angielski;ogółem;2019;72,4
formuła 2015;pisemny;podstawowy;język niemiecki;ogółem;2019;61,1
formuła 2015;pisemny;podstawowy;język francuski;ogółem;2019;80,9
formuła 2015;pisemny;podstawowy;język rosyjski;ogółem;2019;64,7
formuła 2015;pisemny;podstawowy;język hiszpański;ogółem;2019;77,0
formuła 2015;pisemny;podstawowy;język włoski;ogółem;2019;81,9
formuła 2015;pisemny;rozszerzony;język polski;kobiety;2019;56,4
formuła 2015;pisemny;rozszerzony;język białoruski;kobiety;2019;100,0
formuła 2015;pisemny;rozszerzony;język litewski;kobiety;2019;90,9
formuła 2015;pisemny;rozszerzony;język ukraiński;kobiety;2019;83,3
formuła 2015;pisemny;rozszerzony;matematyka;kobiety;2019;42,6
formuła 2015;pisemny;rozszerzony;język angielski;kobiety;2019;56,0
formuła 2015;pisemny;rozszerzony;język niemiecki;kobiety;2019;55,7
formuła 2015;pisemny;rozszerzony;język francuski;kobiety;2019;66,6
formuła 2015;pisemny;rozszerzony;język rosyjski;kobiety;2019;61,9
formuła 2015;pisemny;rozszerzony;język hiszpański;kobiety;2019;54,7
formuła 2015;pisemny;rozszerzony;język włoski;kobiety;2019;71,1
formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;kobiety;2019;25,1
formuła 2015;pisemny;rozszerzony;geografia;kobiety;2019;28,4
formuła 2015;pisemny;rozszerzony;biologia;kobiety;2019;32,7
formuła 2015;pisemny;rozszerzony;chemia;kobiety;2019;38,9
formuła 2015;pisemny;rozszerzony;historia;kobiety;2019;34,7
formuła 2015;pisemny;rozszerzony;fizyka;kobiety;2019;44,0
formuła 2015;pisemny;rozszerzony;historia muzyki;kobiety;2019;49,7
formuła 2015;pisemny;rozszerzony;historia sztuki;kobiety;2019;50,1
formuła 2015;pisemny;rozszerzony;filozofia;kobiety;2019;37,5
formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;kobiety;2019;60,0
formuła 2015;pisemny;rozszerzony;informatyka;kobiety;2019;38,8
formuła 2015;pisemny;rozszerzony;język kaszubski;kobiety;2019;51,1
formuła 2015;pisemny;rozszerzony;język łemkowski;kobiety;2019;92,5
formuła 2015;pisemny;rozszerzony;język polski;mężczyźni;2019;51,6
formuła 2015;pisemny;rozszerzony;język białoruski;mężczyźni;2019;100,0
formuła 2015;pisemny;rozszerzony;język litewski;mężczyźni;2019;87,0
formuła 2015;pisemny;rozszerzony;język ukraiński;mężczyźni;2019;60,3
formuła 2015;pisemny;rozszerzony;matematyka;mężczyźni;2019;36,2
formuła 2015;pisemny;rozszerzony;język angielski;mężczyźni;2019;56,5
formuła 2015;pisemny;rozszerzony;język niemiecki;mężczyźni;2019;56,8
formuła 2015;pisemny;rozszerzony;język francuski;mężczyźni;2019;65,7
formuła 2015;pisemny;rozszerzony;język rosyjski;mężczyźni;2019;63,5
formuła 2015;pisemny;rozszerzony;język hiszpański;mężczyźni;2019;50,9
formuła 2015;pisemny;rozszerzony;język włoski;mężczyźni;2019;70,8
formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;mężczyźni;2019;29,3
formuła 2015;pisemny;rozszerzony;geografia;mężczyźni;2019;29,3
formuła 2015;pisemny;rozszerzony;biologia;mężczyźni;2019;34,8
formuła 2015;pisemny;rozszerzony;chemia;mężczyźni;2019;44,0
formuła 2015;pisemny;rozszerzony;historia;mężczyźni;2019;38,7
formuła 2015;pisemny;rozszerzony;fizyka;mężczyźni;2019;41,9
formuła 2015;pisemny;rozszerzony;historia muzyki;mężczyźni;2019;40,4
formuła 2015;pisemny;rozszerzony;historia sztuki;mężczyźni;2019;41,1
formuła 2015;pisemny;rozszerzony;filozofia;mężczyźni;2019;35,8
formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;mężczyźni;2019;61,7
formuła 2015;pisemny;rozszerzony;informatyka;mężczyźni;2019;36,3
formuła 2015;pisemny;rozszerzony;język kaszubski;mężczyźni;2019;30,5
formuła 2015;pisemny;rozszerzony;język łemkowski;mężczyźni;2019;78,0
formuła 2015;pisemny;rozszerzony;język polski;ogółem;2019;55,3
formuła 2015;pisemny;rozszerzony;język białoruski;ogółem;2019;100,0
formuła 2015;pisemny;rozszerzony;język litewski;ogółem;2019;89,9
formuła 2015;pisemny;rozszerzony;język ukraiński;ogółem;2019;78,9
formuła 2015;pisemny;rozszerzony;matematyka;ogółem;2019;38,6
formuła 2015;pisemny;rozszerzony;język angielski;ogółem;2019;56,2
formuła 2015;pisemny;rozszerzony;język niemiecki;ogółem;2019;56,1
formuła 2015;pisemny;rozszerzony;język francuski;ogółem;2019;66,4
formuła 2015;pisemny;rozszerzony;język rosyjski;ogółem;2019;62,4
formuła 2015;pisemny;rozszerzony;język hiszpański;ogółem;2019;53,8
formuła 2015;pisemny;rozszerzony;język włoski;ogółem;2019;71,0
formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;ogółem;2019;26,8
formuła 2015;pisemny;rozszerzony;geografia;ogółem;2019;28,8
formuła 2015;pisemny;rozszerzony;biologia;ogółem;2019;33,2
formuła 2015;pisemny;rozszerzony;chemia;ogółem;2019;40,2
formuła 2015;pisemny;rozszerzony;historia;ogółem;2019;36,8
formuła 2015;pisemny;rozszerzony;fizyka;ogółem;2019;42,4
formuła 2015;pisemny;rozszerzony;historia muzyki;ogółem;2019;46,3
formuła 2015;pisemny;rozszerzony;historia sztuki;ogółem;2019;48,4
formuła 2015;pisemny;rozszerzony;filozofia;ogółem;2019;36,7
formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;ogółem;2019;60,5
formuła 2015;pisemny;rozszerzony;informatyka;ogółem;2019;36,5
formuła 2015;pisemny;rozszerzony;język kaszubski;ogółem;2019;44,2
formuła 2015;pisemny;rozszerzony;język łemkowski;ogółem;2019;87,7
formuła 2015;ustny;nie dotyczy;język polski;kobiety;2019;68,1
formuła 2015;ustny;nie dotyczy;język angielski;kobiety;2019;69,6
formuła 2015;ustny;nie dotyczy;język niemiecki;kobiety;2019;65,5
formuła 2015;ustny;nie dotyczy;język francuski;kobiety;2019;80,5
formuła 2015;ustny;nie dotyczy;język rosyjski;kobiety;2019;68,0
formuła 2015;ustny;nie dotyczy;język hiszpański;kobiety;2019;78,1
formuła 2015;ustny;nie dotyczy;język włoski;kobiety;2019;80,6
formuła 2015;ustny;nie dotyczy;język polski;mężczyźni;2019;63,2
formuła 2015;ustny;nie dotyczy;język angielski;mężczyźni;2019;71,5
formuła 2015;ustny;nie dotyczy;język niemiecki;mężczyźni;2019;65,2
formuła 2015;ustny;nie dotyczy;język francuski;mężczyźni;2019;82,0
formuła 2015;ustny;nie dotyczy;język rosyjski;mężczyźni;2019;62,1
formuła 2015;ustny;nie dotyczy;język hiszpański;mężczyźni;2019;79,7
formuła 2015;ustny;nie dotyczy;język włoski;mężczyźni;2019;82,1
formuła 2015;ustny;nie dotyczy;język polski;ogółem;2019;65,9
formuła 2015;ustny;nie dotyczy;język angielski;ogółem;2019;70,5
formuła 2015;ustny;nie dotyczy;język niemiecki;ogółem;2019;65,4
formuła 2015;ustny;nie dotyczy;język francuski;ogółem;2019;81,0
formuła 2015;ustny;nie dotyczy;język rosyjski;ogółem;2019;65,9
formuła 2015;ustny;nie dotyczy;język hiszpański;ogółem;2019;78,5
formuła 2015;ustny;nie dotyczy;język włoski;ogółem;2019;81,1
formuła 2015;pisemny;podstawowy;język polski;kobiety;2020;55,3
formuła 2015;pisemny;podstawowy;język białoruski;kobiety;2020;75,6
formuła 2015;pisemny;podstawowy;język litewski;kobiety;2020;82,7
formuła 2015;pisemny;podstawowy;język ukraiński;kobiety;2020;81,3
formuła 2015;pisemny;podstawowy;matematyka;kobiety;2020;52,4
formuła 2015;pisemny;podstawowy;język angielski;kobiety;2020;69,9
formuła 2015;pisemny;podstawowy;język niemiecki;kobiety;2020;55,1
formuła 2015;pisemny;podstawowy;język francuski;kobiety;2020;84,7
formuła 2015;pisemny;podstawowy;język rosyjski;kobiety;2020;60,9
formuła 2015;pisemny;podstawowy;język hiszpański;kobiety;2020;75,0
formuła 2015;pisemny;podstawowy;język włoski;kobiety;2020;80,4
formuła 2015;pisemny;podstawowy;język polski;mężczyźni;2020;48,4
formuła 2015;pisemny;podstawowy;język białoruski;mężczyźni;2020;64,1
formuła 2015;pisemny;podstawowy;język litewski;mężczyźni;2020;79,8
formuła 2015;pisemny;podstawowy;język ukraiński;mężczyźni;2020;73,0
formuła 2015;pisemny;podstawowy;matematyka;mężczyźni;2020;52,1
formuła 2015;pisemny;podstawowy;język angielski;mężczyźni;2020;72,6
formuła 2015;pisemny;podstawowy;język niemiecki;mężczyźni;2020;55,2
formuła 2015;pisemny;podstawowy;język francuski;mężczyźni;2020;82,7
formuła 2015;pisemny;podstawowy;język rosyjski;mężczyźni;2020;57,8
formuła 2015;pisemny;podstawowy;język hiszpański;mężczyźni;2020;75,7
formuła 2015;pisemny;podstawowy;język włoski;mężczyźni;2020;75,0
formuła 2015;pisemny;podstawowy;język polski;ogółem;2020;52,1
formuła 2015;pisemny;podstawowy;język białoruski;ogółem;2020;71,0
formuła 2015;pisemny;podstawowy;język litewski;ogółem;2020;81,4
formuła 2015;pisemny;podstawowy;język ukraiński;ogółem;2020;77,7
formuła 2015;pisemny;podstawowy;matematyka;ogółem;2020;52,3
formuła 2015;pisemny;podstawowy;język angielski;ogółem;2020;71,1
formuła 2015;pisemny;podstawowy;język niemiecki;ogółem;2020;55,1
formuła 2015;pisemny;podstawowy;język francuski;ogółem;2020;84,1
formuła 2015;pisemny;podstawowy;język rosyjski;ogółem;2020;59,7
formuła 2015;pisemny;podstawowy;język hiszpański;ogółem;2020;75,2
formuła 2015;pisemny;podstawowy;język włoski;ogółem;2020;78,9
