formula egzaminu;rodzaj_egzaminu;poziom_egzaminu;przedmiot;plec;rok;wartosc
formuła 2015;pisemny;rozszerzony;język francuski;mężczyźni;2023;49,3
formuła 2015;pisemny;rozszerzony;język rosyjski;mężczyźni;2023;72,9
formuła 2015;pisemny;rozszerzony;język hiszpański;mężczyźni;2023;39,5
formuła 2015;pisemny;rozszerzony;język włoski;mężczyźni;2023;70,2
formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;mężczyźni;2023;25,8
formuła 2015;pisemny;rozszerzony;geografia;mężczyźni;2023;37,8
formuła 2015;pisemny;rozszerzony;biologia;mężczyźni;2023;26,4
formuła 2015;pisemny;rozszerzony;chemia;mężczyźni;2023;15,6
formuła 2015;pisemny;rozszerzony;historia;mężczyźni;2023;28,9
formuła 2015;pisemny;rozszerzony;fizyka;mężczyźni;2023;16,2
formuła 2015;pisemny;rozszerzony;historia muzyki;mężczyźni;2023;25,8
formuła 2015;pisemny;rozszerzony;historia sztuki;mężczyźni;2023;30,6
formuła 2015;pisemny;rozszerzony;filozofia;mężczyźni;2023;22,3
formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;mężczyźni;2023;19,9
formuła 2015;pisemny;rozszerzony;informatyka;mężczyźni;2023;30,5
formuła 2015;pisemny;rozszerzony;język kaszubski;mężczyźni;2023;8,0
formuła 2015;pisemny;rozszerzony;język polski;ogółem;2023;48,5
formuła 2015;pisemny;rozszerzony;język litewski;ogółem;2023;92,5
formuła 2015;pisemny;rozszerzony;język ukraiński;ogółem;2023;69,3
formuła 2015;pisemny;rozszerzony;matematyka;ogółem;2023;17,4
formuła 2015;pisemny;rozszerzony;język angielski;ogółem;2023;56,5
formuła 2015;pisemny;rozszerzony;język niemiecki;ogółem;2023;43,8
formuła 2015;pisemny;rozszerzony;język francuski;ogółem;2023;42,2
formuła 2015;pisemny;rozszerzony;język rosyjski;ogółem;2023;72,7
formuła 2015;pisemny;rozszerzony;język hiszpański;ogółem;2023;39,9
formuła 2015;pisemny;rozszerzony;język włoski;ogółem;2023;66,1
formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;ogółem;2023;22,1
formuła 2015;pisemny;rozszerzony;geografia;ogółem;2023;36,6
formuła 2015;pisemny;rozszerzony;biologia;ogółem;2023;26,0
formuła 2015;pisemny;rozszerzony;chemia;ogółem;2023;14,0
formuła 2015;pisemny;rozszerzony;historia;ogółem;2023;27,2
formuła 2015;pisemny;rozszerzony;fizyka;ogółem;2023;15,8
formuła 2015;pisemny;rozszerzony;historia muzyki;ogółem;2023;25,2
formuła 2015;pisemny;rozszerzony;historia sztuki;ogółem;2023;39,4
formuła 2015;pisemny;rozszerzony;filozofia;ogółem;2023;21,8
formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;ogółem;2023;17,2
formuła 2015;pisemny;rozszerzony;informatyka;ogółem;2023;30,3
formuła 2015;pisemny;rozszerzony;język kaszubski;ogółem;2023;21,5
formuła 2015;ustny;nie dotyczy;język polski;kobiety;2023;61,1
formuła 2015;ustny;nie dotyczy;język białoruski;kobiety;2023;49,0
formuła 2015;ustny;nie dotyczy;język angielski;kobiety;2023;61,2
formuła 2015;ustny;nie dotyczy;język niemiecki;kobiety;2023;50,8
formuła 2015;ustny;nie dotyczy;język francuski;kobiety;2023;63,3
formuła 2015;ustny;nie dotyczy;język rosyjski;kobiety;2023;68,0
formuła 2015;ustny;nie dotyczy;język hiszpański;kobiety;2023;61,8
formuła 2015;ustny;nie dotyczy;język włoski;kobiety;2023;86,0
formuła 2015;ustny;nie dotyczy;język polski;mężczyźni;2023;59,2
formuła 2015;ustny;nie dotyczy;język angielski;mężczyźni;2023;70,3
formuła 2015;ustny;nie dotyczy;język niemiecki;mężczyźni;2023;56,9
formuła 2015;ustny;nie dotyczy;język francuski;mężczyźni;2023;98,3
formuła 2015;ustny;nie dotyczy;język rosyjski;mężczyźni;2023;71,8
formuła 2015;ustny;nie dotyczy;język hiszpański;mężczyźni;2023;80,0
formuła 2015;ustny;nie dotyczy;język włoski;mężczyźni;2023;86,8
formuła 2015;ustny;nie dotyczy;język polski;ogółem;2023;59,9
formuła 2015;ustny;nie dotyczy;język białoruski;ogółem;2023;49,0
formuła 2015;ustny;nie dotyczy;język angielski;ogółem;2023;66,7
formuła 2015;ustny;nie dotyczy;język niemiecki;ogółem;2023;53,1
formuła 2015;ustny;nie dotyczy;język francuski;ogółem;2023;76,0
formuła 2015;ustny;nie dotyczy;język rosyjski;ogółem;2023;69,6
formuła 2015;ustny;nie dotyczy;język hiszpański;ogółem;2023;66,0
formuła 2015;ustny;nie dotyczy;język włoski;ogółem;2023;86,3
formuła 2023;pisemny;podstawowy;język polski;kobiety;2023;67,2
formuła 2023;pisemny;podstawowy;język białoruski;kobiety;2023;78,8
formuła 2023;pisemny;podstawowy;język litewski;kobiety;2023;77,5
formuła 2023;pisemny;podstawowy;język ukraiński;kobiety;2023;74,9
formuła 2023;pisemny;podstawowy;matematyka;kobiety;2023;69,8
formuła 2023;pisemny;podstawowy;język angielski;kobiety;2023;83,6
formuła 2023;pisemny;podstawowy;język niemiecki;kobiety;2023;66,4
formuła 2023;pisemny;podstawowy;język francuski;kobiety;2023;78,8
formuła 2023;pisemny;podstawowy;język rosyjski;kobiety;2023;77,2
formuła 2023;pisemny;podstawowy;język hiszpański;kobiety;2023;76,3
formuła 2023;pisemny;podstawowy;język włoski;kobiety;2023;77,9
formuła 2023;pisemny;podstawowy;język polski;mężczyźni;2023;62,9
formuła 2023;pisemny;podstawowy;język białoruski;mężczyźni;2023;68,9
formuła 2023;pisemny;podstawowy;język litewski;mężczyźni;2023;69,3
formuła 2023;pisemny;podstawowy;język ukraiński;mężczyźni;2023;71,7
formuła 2023;pisemny;podstawowy;matematyka;mężczyźni;2023;73,0
formuła 2023;pisemny;podstawowy;język angielski;mężczyźni;2023;86,2
formuła 2023;pisemny;podstawowy;język niemiecki;mężczyźni;2023;74,5
formuła 2023;pisemny;podstawowy;język francuski;mężczyźni;2023;80,7
formuła 2023;pisemny;podstawowy;język rosyjski;mężczyźni;2023;81,2
formuła 2023;pisemny;podstawowy;język hiszpański;mężczyźni;2023;76,6
formuła 2023;pisemny;podstawowy;język włoski;mężczyźni;2023;81,4
formuła 2023;pisemny;podstawowy;język polski;ogółem;2023;65,6
formuła 2023;pisemny;podstawowy;język białoruski;ogółem;2023;75,1
formuła 2023;pisemny;podstawowy;język litewski;ogółem;2023;73,4
formuła 2023;pisemny;podstawowy;język ukraiński;ogółem;2023;73,6
formuła 2023;pisemny;podstawowy;matematyka;ogółem;2023;71,0
formuła 2023;pisemny;podstawowy;język angielski;ogółem;2023;84,6
formuła 2023;pisemny;podstawowy;język niemiecki;ogółem;2023;69,0
formuła 2023;pisemny;podstawowy;język francuski;ogółem;2023;79,3
formuła 2023;pisemny;podstawowy;język rosyjski;ogółem;2023;78,4
formuła 2023;pisemny;podstawowy;język hiszpański;ogółem;2023;76,4
formuła 2023;pisemny;podstawowy;język włoski;ogółem;2023;78,7
formuła 2023;pisemny;rozszerzony;język polski;kobiety;2023;50,0
formuła 2023;pisemny;rozszerzony;język białoruski;kobiety;2023;100,0
formuła 2023;pisemny;rozszerzony;język litewski;kobiety;2023;73,7
formuła 2023;pisemny;rozszerzony;język ukraiński;kobiety;2023;72,0
formuła 2023;pisemny;rozszerzony;matematyka;kobiety;2023;48,3
formuła 2023;pisemny;rozszerzony;język angielski;kobiety;2023;67,5
formuła 2023;pisemny;rozszerzony;język niemiecki;kobiety;2023;57,6
formuła 2023;pisemny;rozszerzony;język francuski;kobiety;2023;56,6
formuła 2023;pisemny;rozszerzony;język rosyjski;kobiety;2023;70,9
formuła 2023;pisemny;rozszerzony;język hiszpański;kobiety;2023;54,4
formuła 2023;pisemny;rozszerzony;język włoski;kobiety;2023;67,1
formuła 2023;pisemny;rozszerzony;wiedza o społeczeństwie;kobiety;2023;38,7
formuła 2023;pisemny;rozszerzony;geografia;kobiety;2023;52,0
formuła 2023;pisemny;rozszerzony;biologia;kobiety;2023;47,1
formuła 2023;pisemny;rozszerzony;chemia;kobiety;2023;44,6
formuła 2023;pisemny;rozszerzony;historia;kobiety;2023;39,8
formuła 2023;pisemny;rozszerzony;fizyka;kobiety;2023;38,6
formuła 2023;pisemny;rozszerzony;historia muzyki;kobiety;2023;52,6
formuła 2023;pisemny;rozszerzony;historia sztuki;kobiety;2023;46,5
formuła 2023;pisemny;rozszerzony;filozofia;kobiety;2023;43,8
formuła 2023;pisemny;rozszerzony;język łaciński i kultura antyczna;kobiety;2023;56,0
formuła 2023;pisemny;rozszerzony;informatyka;kobiety;2023;42,0
formuła 2023;pisemny;rozszerzony;język kaszubski;kobiety;2023;56,7
formuła 2023;pisemny;rozszerzony;język łemkowski;kobiety;2023;100,0
formuła 2023;pisemny;rozszerzony;język polski;mężczyźni;2023;47,9
formuła 2023;pisemny;rozszerzony;język białoruski;mężczyźni;2023;96,7
formuła 2023;pisemny;rozszerzony;język litewski;mężczyźni;2023;80,0
formuła 2023;pisemny;rozszerzony;język ukraiński;mężczyźni;2023;76,3
formuła 2023;pisemny;rozszerzony;matematyka;mężczyźni;2023;52,3
formuła 2023;pisemny;rozszerzony;język angielski;mężczyźni;2023;71,2
formuła 2023;pisemny;rozszerzony;język niemiecki;mężczyźni;2023;60,2
formuła 2023;pisemny;rozszerzony;język francuski;mężczyźni;2023;62,6
formuła 2023;pisemny;rozszerzony;język rosyjski;mężczyźni;2023;74,3
formuła 2023;pisemny;rozszerzony;język hiszpański;mężczyźni;2023;49,8
formuła 2023;pisemny;rozszerzony;język włoski;mężczyźni;2023;70,2
formuła 2023;pisemny;rozszerzony;wiedza o społeczeństwie;mężczyźni;2023;47,6
formuła 2023;pisemny;rozszerzony;geografia;mężczyźni;2023;54,2
formuła 2023;pisemny;rozszerzony;biologia;mężczyźni;2023;50,8
formuła 2023;pisemny;rozszerzony;chemia;mężczyźni;2023;52,2
formuła 2023;pisemny;rozszerzony;historia;mężczyźni;2023;50,8
formuła 2023;pisemny;rozszerzony;fizyka;mężczyźni;2023;45,3
formuła 2023;pisemny;rozszerzony;historia muzyki;mężczyźni;2023;53,0
formuła 2023;pisemny;rozszerzony;historia sztuki;mężczyźni;2023;44,9
formuła 2023;pisemny;rozszerzony;filozofia;mężczyźni;2023;49,3
formuła 2023;pisemny;rozszerzony;język łaciński i kultura antyczna;mężczyźni;2023;70,9
formuła 2023;pisemny;rozszerzony;informatyka;mężczyźni;2023;45,1
formuła 2023;pisemny;rozszerzony;język kaszubski;mężczyźni;2023;48,0
formuła 2023;pisemny;rozszerzony;język łemkowski;mężczyźni;2023;100,0
formuła 2023;pisemny;rozszerzony;język polski;ogółem;2023;49,7
formuła 2023;pisemny;rozszerzony;język białoruski;ogółem;2023;99,3
formuła 2023;pisemny;rozszerzony;język litewski;ogółem;2023;75,8
formuła 2023;pisemny;rozszerzony;język ukraiński;ogółem;2023;73,2
formuła 2023;pisemny;rozszerzony;matematyka;ogółem;2023;50,2
formuła 2023;pisemny;rozszerzony;język angielski;ogółem;2023;68,9
formuła 2023;pisemny;rozszerzony;język niemiecki;ogółem;2023;58,3
formuła 2023;pisemny;rozszerzony;język francuski;ogółem;2023;58,0
formuła 2023;pisemny;rozszerzony;język rosyjski;ogółem;2023;72,0
formuła 2023;pisemny;rozszerzony;język hiszpański;ogółem;2023;53,4
formuła 2023;pisemny;rozszerzony;język włoski;ogółem;2023;67,8
formuła 2023;pisemny;rozszerzony;wiedza o społeczeństwie;ogółem;2023;41,8
formuła 2023;pisemny;rozszerzony;geografia;ogółem;2023;52,9
formuła 2023;pisemny;rozszerzony;biologia;ogółem;2023;48,0
formuła 2023;pisemny;rozszerzony;chemia;ogółem;2023;46,5
formuła 2023;pisemny;rozszerzony;historia;ogółem;2023;45,1
formuła 2023;pisemny;rozszerzony;fizyka;ogółem;2023;43,2
formuła 2023;pisemny;rozszerzony;historia muzyki;ogółem;2023;52,8
formuła 2023;pisemny;rozszerzony;historia sztuki;ogółem;2023;46,3
formuła 2023;pisemny;rozszerzony;filozofia;ogółem;2023;45,7
formuła 2023;pisemny;rozszerzony;język łaciński i kultura antyczna;ogółem;2023;60,5
formuła 2023;pisemny;rozszerzony;informatyka;ogółem;2023;44,6
formuła 2023;pisemny;rozszerzony;język kaszubski;ogółem;2023;53,6
formuła 2023;pisemny;rozszerzony;język łemkowski;ogółem;2023;100,0
formuła 2023;ustny;nie dotyczy;język polski;kobiety;2023;74,1
formuła 2023;ustny;nie dotyczy;język białoruski;kobiety;2023;88,0
formuła 2023;ustny;nie dotyczy;język litewski;kobiety;2023;80,0
formuła 2023;ustny;nie dotyczy;język ukraiński;kobiety;2023;80,5
formuła 2023;ustny;nie dotyczy;język angielski;kobiety;2023;80,8
formuła 2023;ustny;nie dotyczy;język niemiecki;kobiety;2023;71,9
formuła 2023;ustny;nie dotyczy;język francuski;kobiety;2023;81,9
formuła 2023;ustny;nie dotyczy;język rosyjski;kobiety;2023;77,3
formuła 2023;ustny;nie dotyczy;język hiszpański;kobiety;2023;76,7
formuła 2023;ustny;nie dotyczy;język włoski;kobiety;2023;78,1
formuła 2023;ustny;nie dotyczy;język polski;mężczyźni;2023;70,5
formuła 2023;ustny;nie dotyczy;język białoruski;mężczyźni;2023;84,0
formuła 2023;ustny;nie dotyczy;język litewski;mężczyźni;2023;59,5
formuła 2023;ustny;nie dotyczy;język ukraiński;mężczyźni;2023;85,1
formuła 2023;ustny;nie dotyczy;język angielski;mężczyźni;2023;83,8
formuła 2023;ustny;nie dotyczy;język niemiecki;mężczyźni;2023;77,5
formuła 2023;ustny;nie dotyczy;język francuski;mężczyźni;2023;87,6
formuła 2023;ustny;nie dotyczy;język rosyjski;mężczyźni;2023;83,4
formuła 2023;ustny;nie dotyczy;język hiszpański;mężczyźni;2023;77,0
formuła 2023;ustny;nie dotyczy;język włoski;mężczyźni;2023;90,1
formuła 2023;ustny;nie dotyczy;język polski;ogółem;2023;72,8
formuła 2023;ustny;nie dotyczy;język białoruski;ogółem;2023;86,5
formuła 2023;ustny;nie dotyczy;język litewski;ogółem;2023;69,7
formuła 2023;ustny;nie dotyczy;język ukraiński;ogółem;2023;82,5
formuła 2023;ustny;nie dotyczy;język angielski;ogółem;2023;81,9
formuła 2023;ustny;nie dotyczy;język niemiecki;ogółem;2023;73,7
formuła 2023;ustny;nie dotyczy;język francuski;ogółem;2023;83,6
formuła 2023;ustny;nie dotyczy;język rosyjski;ogółem;2023;79,1
formuła 2023;ustny;nie dotyczy;język hiszpański;ogółem;2023;76,8
formuła 2023;ustny;nie dotyczy;język włoski;ogółem;2023;80,9
formuła 2023;pisemny;podstawowy;język polski;kobiety;2024;63,9
formuła 2023;pisemny;podstawowy;język białoruski;kobiety;2024;75,2
formuła 2023;pisemny;podstawowy;język litewski;kobiety;2024;72,2
formuła 2023;pisemny;podstawowy;język ukraiński;kobiety;2024;75,2
formuła 2023;pisemny;podstawowy;matematyka;kobiety;2024;62,6
formuła 2023;pisemny;podstawowy;język angielski;kobiety;2024;77,1
formuła 2023;pisemny;podstawowy;język niemiecki;kobiety;2024;55,2
formuła 2023;pisemny;podstawowy;język francuski;kobiety;2024;79,8
formuła 2023;pisemny;podstawowy;język rosyjski;kobiety;2024;66,6
formuła 2023;pisemny;podstawowy;język hiszpański;kobiety;2024;76,8
formuła 2023;pisemny;podstawowy;język włoski;kobiety;2024;70,5
formuła 2023;pisemny;podstawowy;język polski;mężczyźni;2024;57,9
formuła 2023;pisemny;podstawowy;język białoruski;mężczyźni;2024;74,0
formuła 2023;pisemny;podstawowy;język litewski;mężczyźni;2024;63,7
formuła 2023;pisemny;podstawowy;język ukraiński;mężczyźni;2024;72,5
formuła 2023;pisemny;podstawowy;matematyka;mężczyźni;2024;63,6
formuła 2023;pisemny;podstawowy;język angielski;mężczyźni;2024;79,6
formuła 2023;pisemny;podstawowy;język niemiecki;mężczyźni;2024;56,6
formuła 2023;pisemny;podstawowy;język francuski;mężczyźni;2024;81,8
formuła 2023;pisemny;podstawowy;język rosyjski;mężczyźni;2024;67,5
formuła 2023;pisemny;podstawowy;język hiszpański;mężczyźni;2024;78,3
formuła 2023;pisemny;podstawowy;język włoski;mężczyźni;2024;86,4
formuła 2023;pisemny;podstawowy;język polski;ogółem;2024;61,1
formuła 2023;pisemny;podstawowy;język białoruski;ogółem;2024;74,9
formuła 2023;pisemny;podstawowy;język litewski;ogółem;2024;68,4
formuła 2023;pisemny;podstawowy;język ukraiński;ogółem;2024;74,0
formuła 2023;pisemny;podstawowy;matematyka;ogółem;2024;63,1
formuła 2023;pisemny;podstawowy;język angielski;ogółem;2024;78,3
formuła 2023;pisemny;podstawowy;język niemiecki;ogółem;2024;55,7
formuła 2023;pisemny;podstawowy;język francuski;ogółem;2024;80,4
formuła 2023;pisemny;podstawowy;język rosyjski;ogółem;2024;66,9
formuła 2023;pisemny;podstawowy;język hiszpański;ogółem;2024;77,3
formuła 2023;pisemny;podstawowy;język włoski;ogółem;2024;74,1
formuła 2023;pisemny;rozszerzony;język polski;kobiety;2024;42,9
formuła 2023;pisemny;rozszerzony;język białoruski;kobiety;2024;98,3
formuła 2023;pisemny;rozszerzony;język litewski;kobiety;2024;76,5
formuła 2023;pisemny;rozszerzony;język ukraiński;kobiety;2024;64,8
formuła 2023;pisemny;rozszerzony;matematyka;kobiety;2024;34,6
formuła 2023;pisemny;rozszerzony;język angielski;kobiety;2024;61,9
formuła 2023;pisemny;rozszerzony;język niemiecki;kobiety;2024;56,1
formuła 2023;pisemny;rozszerzony;język francuski;kobiety;2024;56,6
formuła 2023;pisemny;rozszerzony;język rosyjski;kobiety;2024;76,9
formuła 2023;pisemny;rozszerzony;język hiszpański;kobiety;2024;48,9
formuła 2023;pisemny;rozszerzony;język włoski;kobiety;2024;63,0
formuła 2023;pisemny;rozszerzony;wiedza o społeczeństwie;kobiety;2024;32,8
formuła 2023;pisemny;rozszerzony;geografia;kobiety;2024;40,0
formuła 2023;pisemny;rozszerzony;biologia;kobiety;2024;39,4
formuła 2023;pisemny;rozszerzony;chemia;kobiety;2024;36,2
formuła 2023;pisemny;rozszerzony;historia;kobiety;2024;38,7
formuła 2023;pisemny;rozszerzony;fizyka;kobiety;2024;40,0
formuła 2023;pisemny;rozszerzony;historia muzyki;kobiety;2024;44,8
formuła 2023;pisemny;rozszerzony;historia sztuki;kobiety;2024;41,4
formuła 2023;pisemny;rozszerzony;filozofia;kobiety;2024;29,1
formuła 2023;pisemny;rozszerzony;język łaciński i kultura antyczna;kobiety;2024;49,0
formuła 2023;pisemny;rozszerzony;informatyka;kobiety;2024;37,8
formuła 2023;pisemny;rozszerzony;język kaszubski;kobiety;2024;31,3
formuła 2023;pisemny;rozszerzony;język łemkowski;kobiety;2024;100,0
formuła 2023;pisemny;rozszerzony;język polski;mężczyźni;2024;38,7
formuła 2023;pisemny;rozszerzony;język białoruski;mężczyźni;2024;99,7
formuła 2023;pisemny;rozszerzony;język litewski;mężczyźni;2024;61,8
formuła 2023;pisemny;rozszerzony;język ukraiński;mężczyźni;2024;63,7
formuła 2023;pisemny;rozszerzony;matematyka;mężczyźni;2024;32,3
formuła 2023;pisemny;rozszerzony;język angielski;mężczyźni;2024;62,8
formuła 2023;pisemny;rozszerzony;język niemiecki;mężczyźni;2024;58,1
formuła 2023;pisemny;rozszerzony;język francuski;mężczyźni;2024;54,7
formuła 2023;pisemny;rozszerzony;język rosyjski;mężczyźni;2024;79,0
formuła 2023;pisemny;rozszerzony;język hiszpański;mężczyźni;2024;47,0
formuła 2023;pisemny;rozszerzony;język włoski;mężczyźni;2024;60,4
formuła 2023;pisemny;rozszerzony;wiedza o społeczeństwie;mężczyźni;2024;37,9
formuła 2023;pisemny;rozszerzony;geografia;mężczyźni;2024;42,0
formuła 2023;pisemny;rozszerzony;biologia;mężczyźni;2024;41,7
formuła 2023;pisemny;rozszerzony;chemia;mężczyźni;2024;42,4
formuła 2023;pisemny;rozszerzony;historia;mężczyźni;2024;45,5
formuła 2023;pisemny;rozszerzony;fizyka;mężczyźni;2024;41,4
formuła 2023;pisemny;rozszerzony;historia muzyki;mężczyźni;2024;35,0
formuła 2023;pisemny;rozszerzony;historia sztuki;mężczyźni;2024;38,2
formuła 2023;pisemny;rozszerzony;filozofia;mężczyźni;2024;31,0
formuła 2023;pisemny;rozszerzony;język łaciński i kultura antyczna;mężczyźni;2024;43,3
formuła 2023;pisemny;rozszerzony;informatyka;mężczyźni;2024;36,0
formuła 2023;pisemny;rozszerzony;język kaszubski;mężczyźni;2024;15,4
formuła 2023;pisemny;rozszerzony;język łemkowski;mężczyźni;2024;100,0
formuła 2023;pisemny;rozszerzony;język polski;ogółem;2024;42,1
formuła 2023;pisemny;rozszerzony;język białoruski;ogółem;2024;98,7
formuła 2023;pisemny;rozszerzony;język litewski;ogółem;2024;70,2
formuła 2023;pisemny;rozszerzony;język ukraiński;ogółem;2024;64,6
formuła 2023;pisemny;rozszerzony;matematyka;ogółem;2024;33,2
formuła 2023;pisemny;rozszerzony;język angielski;ogółem;2024;62,3
formuła 2023;pisemny;rozszerzony;język niemiecki;ogółem;2024;56,8
formuła 2023;pisemny;rozszerzony;język francuski;ogółem;2024;56,0
formuła 2023;pisemny;rozszerzony;język rosyjski;ogółem;2024;77,6
formuła 2023;pisemny;rozszerzony;język hiszpański;ogółem;2024;48,4
formuła 2023;pisemny;rozszerzony;język włoski;ogółem;2024;62,3
formuła 2023;pisemny;rozszerzony;wiedza o społeczeństwie;ogółem;2024;34,8
formuła 2023;pisemny;rozszerzony;geografia;ogółem;2024;40,9
formuła 2023;pisemny;rozszerzony;biologia;ogółem;2024;39,9
formuła 2023;pisemny;rozszerzony;chemia;ogółem;2024;37,9
formuła 2023;pisemny;rozszerzony;historia;ogółem;2024;42,4
formuła 2023;pisemny;rozszerzony;fizyka;ogółem;2024;41,0
formuła 2023;pisemny;rozszerzony;historia muzyki;ogółem;2024;41,1
formuła 2023;pisemny;rozszerzony;historia sztuki;ogółem;2024;40,9
formuła 2023;pisemny;rozszerzony;filozofia;ogółem;2024;29,8
formuła 2023;pisemny;rozszerzony;język łaciński i kultura antyczna;ogółem;2024;47,1
formuła 2023;pisemny;rozszerzony;informatyka;ogółem;2024;36,2
formuła 2023;pisemny;rozszerzony;język kaszubski;ogółem;2024;24,1
formuła 2023;pisemny;rozszerzony;język łemkowski;ogółem;2024;100,0
formuła 2023;ustny;nie dotyczy;język polski;kobiety;2024;69,9
formuła 2023;ustny;nie dotyczy;język białoruski;kobiety;2024;85,0
formuła 2023;ustny;nie dotyczy;język litewski;kobiety;2024;75,7
formuła 2023;ustny;nie dotyczy;język ukraiński;kobiety;2024;89,3
formuła 2023;ustny;nie dotyczy;język angielski;kobiety;2024;75,3
formuła 2023;ustny;nie dotyczy;język niemiecki;kobiety;2024;65,8
formuła 2023;ustny;nie dotyczy;język francuski;kobiety;2024;80,9
formuła 2023;ustny;nie dotyczy;język rosyjski;kobiety;2024;77,7
formuła 2023;ustny;nie dotyczy;język hiszpański;kobiety;2024;79,9
formuła 2023;ustny;nie dotyczy;język włoski;kobiety;2024;76,9
formuła 2023;ustny;nie dotyczy;język polski;mężczyźni;2024;64,3
formuła 2023;ustny;nie dotyczy;język białoruski;mężczyźni;2024;86,8
formuła 2023;ustny;nie dotyczy;język litewski;mężczyźni;2024;72,6
formuła 2023;ustny;nie dotyczy;język ukraiński;mężczyźni;2024;89,4
formuła 2023;ustny;nie dotyczy;język angielski;mężczyźni;2024;78,0
formuła 2023;ustny;nie dotyczy;język niemiecki;mężczyźni;2024;67,3
formuła 2023;ustny;nie dotyczy;język francuski;mężczyźni;2024;88,3
formuła 2023;ustny;nie dotyczy;język rosyjski;mężczyźni;2024;77,9
formuła 2023;ustny;nie dotyczy;język hiszpański;mężczyźni;2024;83,4
formuła 2023;ustny;nie dotyczy;język włoski;mężczyźni;2024;92,0
formuła 2023;ustny;nie dotyczy;język polski;ogółem;2024;67,3
formuła 2023;ustny;nie dotyczy;język białoruski;ogółem;2024;85,5
formuła 2023;ustny;nie dotyczy;język litewski;ogółem;2024;74,3
formuła 2023;ustny;nie dotyczy;język ukraiński;ogółem;2024;89,3
formuła 2023;ustny;nie dotyczy;język angielski;ogółem;2024;76,5
formuła 2023;ustny;nie dotyczy;język niemiecki;ogółem;2024;66,3
formuła 2023;ustny;nie dotyczy;język francuski;ogółem;2024;83,1
formuła 2023;ustny;nie dotyczy;język rosyjski;ogółem;2024;77,8
formuła 2023;ustny;nie dotyczy;język hiszpański;ogółem;2024;81,1
formuła 2023;ustny;nie dotyczy;język włoski;ogółem;2024;81,1
